20121114018,20130325_131129,2013-3-25 21:44:10,2000, 11.92 ,104,,2013-3-25 21:44:10,2013-3-25 0:00:00,,1,1,2013-3-26 10:42:28,
20121114018,20130325_131127,2013-3-25 21:40:28,10000, 59.60 ,104,,2013-3-25 21:40:28,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131113,2013-3-25 21:11:12,5000, 29.80 ,104,,2013-3-25 21:11:12,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131101,2013-3-25 20:45:06,2000, 11.92 ,104,,2013-3-25 20:45:06,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131100,2013-3-25 20:44:21,1000, 5.96 ,104,,2013-3-25 20:44:21,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131099,2013-3-25 20:43:39,1000, 5.96 ,104,,2013-3-25 20:43:39,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131098,2013-3-25 20:42:50,1000, 5.96 ,104,,2013-3-25 20:42:50,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131093,2013-3-25 20:39:49,1000, 5.96 ,104,,2013-3-25 20:39:49,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131090,2013-3-25 20:35:52,3000, 17.88 ,104,,2013-3-25 20:35:52,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131085,2013-3-25 20:17:27,100, 0.60 ,104,,2013-3-25 20:17:27,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131084,2013-3-25 20:15:25,100, 0.60 ,104,,2013-3-25 20:15:25,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131077,2013-3-25 19:45:34,7000, 41.72 ,104,,2013-3-25 19:45:34,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131074,2013-3-25 19:32:52,4800, 28.61 ,104,,2013-3-25 19:32:52,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131069,2013-3-25 19:07:40,1000, 5.96 ,104,,2013-3-25 19:07:40,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131065,2013-3-25 18:57:57,1000, 5.96 ,104,,2013-3-25 18:57:57,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131035,2013-3-25 17:26:54,1000, 5.96 ,104,,2013-3-25 17:26:54,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131029,2013-3-25 17:19:10,10000, 59.60 ,104,,2013-3-25 17:19:10,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131022,2013-3-25 17:06:10,500, 2.98 ,104,,2013-3-25 17:06:10,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131018,2013-3-25 16:49:46,100, 0.60 ,104,,2013-3-25 16:49:46,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131016,2013-3-25 16:42:06,1000, 5.96 ,104,,2013-3-25 16:42:06,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131014,2013-3-25 16:34:15,20000, 119.20 ,104,,2013-3-25 16:34:15,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131012,2013-3-25 16:26:29,300, 1.79 ,104,,2013-3-25 16:26:29,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131004,2013-3-25 16:13:34,300, 1.79 ,104,,2013-3-25 16:13:34,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131002,2013-3-25 16:06:20,1600, 9.54 ,104,,2013-3-25 16:06:20,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_131000,2013-3-25 15:43:26,1450, 8.64 ,104,,2013-3-25 15:43:26,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130979,2013-3-25 14:52:17,1000, 5.96 ,104,,2013-3-25 14:52:17,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130974,2013-3-25 14:51:06,1000, 5.96 ,104,,2013-3-25 14:51:06,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130970,2013-3-25 14:49:36,1000, 5.96 ,104,,2013-3-25 14:49:36,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130965,2013-3-25 14:48:03,5000, 29.80 ,104,,2013-3-25 14:48:03,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130958,2013-3-25 14:45:55,8000, 47.68 ,104,,2013-3-25 14:45:55,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130955,2013-3-25 14:45:14,200000, 1192.00 ,104,,2013-3-25 14:45:14,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130943,2013-3-25 14:38:11,100, 0.60 ,104,,2013-3-25 14:38:11,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130938,2013-3-25 14:37:00,1000, 5.96 ,104,,2013-3-25 14:37:00,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130936,2013-3-25 14:35:06,20000, 119.20 ,104,,2013-3-25 14:35:06,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130934,2013-3-25 14:34:52,49000, 292.04 ,104,,2013-3-25 14:34:52,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130933,2013-3-25 14:33:28,2000, 11.92 ,104,,2013-3-25 14:33:28,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130923,2013-3-25 14:28:13,40000, 238.40 ,104,,2013-3-25 14:28:13,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130919,2013-3-25 14:21:25,100, 0.60 ,104,,2013-3-25 14:21:25,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
20121114018,20130325_130916,2013-3-25 14:20:18,1000, 5.96 ,104,,2013-3-25 14:20:18,2013-3-25 0:00:00,,,1,2013-3-26 10:42:28,
